NombreRegistro
GR-CCL  GR-CCL  CORRELATION LOG  MEASURE DEPTH
HRLA-PEX-GR-SP RESISTIVITY NUCLEAR PRESENTATION
INDUCCION-ELECTRICAL LOG
REPEAT FORMATION TESTER
RBT-GR-CCL LOG -5/100
NEUTRON -GAMMA RAY - CCL
NEUTRON COMPENSADO-CCL
USIT-GR-CCL CORROSION PRESENTATION
IBC LOG IBC-MAST-GR-CCL (MD)
CEMENT BOND LOG  GAMMA RAY-CCL
CASING INSPECTION CALIPER LOG
"RBT-GR-CCL LOG  - SAP-LEONES-VI-41-15428D - 5""/100'"
GR-CCL-CBL-VDL
CBL WITH PRESSURE
KINLEY CALIPER REPORT
NEUTRON CCL-LOG
PERFIL NEUTRON-CCL
COMPENSATED Z-DENSILOG COMPENSATED NEUTRON LOG GAMMA RAY LOG CALIPER LOG
USIT LOG FOR TUBING 7 IN USIT-GR-CCL
CNL_09OCT2018
NUCLEAR LOG MPD-MDN-MCG
CASING COLLAR LOG-PR
DUAL SPACING THERMAL NEUTRON DECAY TIME
CNL - GR - CCL LOG
GR-CCL-CBL
THERM NEU DECAY TIME LOG
GR-CCL  PERFO CHECK LOG : 1 ST ZONE
GR CCL-NEUTRON CBL
NUCLEAR LOG: GMP-MDN-MCG
UBI-GPIT-MSIP ULTRASONIC BOREHOLE IMAGE
CBL VDL GR CCL
RADIACTIVE TRACER LOG
REGISTRO CNL-GR-CCL
PERFORATING DEPTH CONTROL
CNPC_EA11829D_CNL_GR_CCL II.tif
DEPTH DETERMINATION LOG
PERFO RECORD CCL PRESENTATION
"AIT-TLD-HGNS-ECS-NGT-SP, NGS RATIOS PRESENTATION"
GR-CCL LOG
PERFO RECORD HSD 4.72
GR-CCL-VDL-CBL 1:600
cnpc_11688_cbl_5
DIFFERENTIAL TEMPERATURE
CMR-ECS ELEMNTAL CAPTURE LOG
CCL-GR-CNL - AA11958D - 1:240
BRIDGE PLUG EZ
PEFIL NEUTRON-CCL
PERFORATION RECORD JB-BP-4505 PJO HMX
USIT-GPIT-GR-CCL
CBL-MICROSISMOGRAMA GAMMA-CCL
CEMENT BOND LOG-VDL-CCL
CEMENT BOND  LOG
GAMMA-COLLAR PERFORATION RECORD
CNL-GR-CCL
COMPENSATED NEUTRON PRESENTATION
NEUTRON - GR - CCL
cnpc_ea11767d_cnl_gr_ccl_5
COLLARES
cnl_gr_ccl_2
CBL-VDL-GR-CCL - AA11538D - 5/100
DENSITY FORMATION FACTOR
NEUTRON COMPENSADO   CCL
"CBL-VDL-GR-CCL 5""""/100'"
CCL AND PERFO RECORD
NUCLEAR LOG TLD-CNL-CALI-GR
CEMENT BOND LOG NEUTRON+E34050-CCL LOG
GAMMA-LAY LOG
CBL-VDL
DIFFERENTIAL TEMPERATURE LOG
TDT-P
NEUTRON GAMMA RAY
CBL VDL GR
PMIT PIPE INTEGRITY EVALUATION
cnpc_11573_cnl_2.tif
GR-NEUTRON
COMP NEUTRON - GR
"CBL-VDL-GR-CCL LOG  - AA11342D - 5""""/100'"
COMPENSATED NEUTRON
COMP Z-DENSI COMP NEUTRON
GR-CCL R.A. TAG DEPTH CHECK
ELECTRICAL LOG
COMPENSATED NEUTRON FORMATION DENSITY
IBC-VDL-GR-CCL MD
"CBL-VDL-GR-CCL  -  5""/100'"
ENGINERED PRODUCTION
REGISTRO CCL-GR-CBL-VDL ESCALA 1/240
CEMENT BON LOG  VDL-GR
BP-O BRIDGE PLUG NRO 2
REGISTRO GR-CCL-CNL ESCALA 1:240
MASTER LOG
ISOLATION SCANNER FOR 7 IN LINER IBC-GR
GAMMA RAY-NEUTRON LOG
LDL-CNL-SGR-CALI 5/100
CEMENT BOND-DENSITY
CMR-HRLT-GR COMBINATE MAGNETIC RESONANCE LOG
SP-CAL-CNL RESIST-NUCLEAR
LDL-CNL-GR-CALI
PEX-HRLT-GR-SP / NUCLEAR PRESENTATION
GAMMA RAY/CCL
NEU - GR - CCL
CEMENT BOND LONG
BOREHOLE COMPENSATED SONIC LOG
CEMENT PRESENTATION CBL-VDL-CCL-GR
CCL - PERFORATING RECORD
GAMMA RAY-CCL LOG
NEUTRON COMPENSADO - GAMMA RAY - CCL
CCL CORRELATION LOG TOP NO GO PLUG
PERFORATION RECORD
CNL-CCL-CBL-VDL
PERFORATION 16202-16204 FT(CBL #2)
CNPC_AA11801D_CBL-VDL-GR-CCL
CEMENT BOND LOG-VARIABLE DENSITY
REGISTRO NEUTRON CCL
IBC-DSLT-ECS ISOLATION SCANNER LOG
PERFIL CBL-VDL-CCL
CEMENT BOND LOG-VDL-GR
CEMENT BOND LOG  GAMMA RAY CCL
CNL=GR=CCL - EA11646D - 1:600
HIGH DEFINITION INDUCTION LOG    CALIPER LOG  GAMMA RAY LOG-LOGHARITMIC
COMPENSATED NEUTRON - GAMMA RAY - CCL
PROXIMITY-MICROLOG
NUCLEAR PRESENTATION
COMPENSATED NEUTRON LOG  COPENSATED Z-DENSILOG CALIPER LOG GAMMA RAY LOG
CEMENTACION
CNL-GR-CCL-AA8309D-5/100
CNL2_09OCT2018
TEMPERATURE-GAMMA RAY
COMP-DENS COMP NEUTRON GR
PEX-HRLT-GR-SP NUCLEAR PRESENTATION
USIT-CBL-VDL-CCL-GR
HRLT-PEX-GR-SP RESISTIVITY LOGARITHMIC PRESENTATION
MASTER LOG MD
CNPC_11782D_CNL_GR_CCL 1
CNL-LDL-HRLA-GR-SP.
NEUTRON COMPENSADO GR CCL
"BALEO HSD 5"""" CETICO 2"
CCL CORREL FOR DEPTH
ISOLATION SCANNER IBC-CBL-VDL-CCL-GR
CEMENT BOND LOG VDL-GR
USIT LOG (MD)
GAMMA RAY - CBL COLLAR LOG
PEX-HRLT-BHC-GR-SP SONIC PRESENTATION
CBL-VDL LOG - USIT-CBL-VDL-GR-CCL MD
AIT-NGT-EMS-SP- NGT PRESENTATION
HRLT-PEX-GR-SP NUCLEAR PRESENTATION
NEUTRON GAMMA RAY CCL
CEMENT BOND LOG MD
NEUTRON DECAY TIME
PEX-HRLT-GR-SP RESISTIVITY LINEAR PRESENTATION
NEUTRON COMPENSADO GAMMA RAY CCL
RESISTIVITY LOG
"CNL-GR-CCL LOG 5""""/100"
CPLT NIA FORMATION
CCL-GR-CBL-VDL-1:600
PERFIL DE NEUTRON
7 CET-CCL
CBL-VDL-GR-CCL - AA11958D - 1:600
CASING COLLAR LOG-PERFORATING RECORD
DLL-GR-SP RES LIN LOG
PEX-HRLT-GR-SP NUCLEAR LINEAR PRESENTATION
REGISTRO DE BALEO
USIT-CBL-VDL-GR-CCL
DEPTH DETERMINATION GR-CCL PRESENTATION
PERFO RECORD HSD 2  POWER JET OMEGA
DCBL-VDL LOG IBC-MAST-GR-CCL (MD)
REGISTRO NEUTRON-CCL
CBL - VDL - CCL
GAMMA RAY - LOG
SONIC LOG
PEX-HRLT-ECS-GR-SP RESISTIVITY LOGARITHMIC PRESENTATION
CASING COLLAR LOG AND PERFORATION RECORD
USIT LOG USIT-GR-CCL (MD)
IBC-DSLT-ECS ELEMENTAL CAPTURE LOG
NEU - GR- CCL
ENERJET-GR-CCL NOI
CNPC_AA11946D_CNL_GR_CCL I
cnpc ea11897d cbl vdl ccl_2.tif
CYBERBOND
PERFORATING LOG
NEUTRON GR CCL
CCL-GR-CBL-VDL-1:240
BP-O BRIDGE PLUG NRO 3
NEU COMPENSADO GR-CCL
DENSITY POROSITY NEUTRON
CASING INSPECTION TOOL
"RESISTIVITY LOG,MCG-MMR-MDL"
HRLT-BHC-CAL-GR-SP RESISTIVITY & SONIC LINEAR PRESENTATION
FLOWMETER AND TEMPERATURE CCL LOG
CORRELATION LOG CCL (MD)
"GR, CCL, CBL, VDL"
cnpc_11776_cbl_2
FMI-HNGS-MSIP-PPC-GR CALIPER: CEMENT VOLUME LOG
GAMMA RAY-CBL-VDL
CBL-VDL-GR-CCL - AA11556D - 2/100
LDL-CNL-NGL
CBL-VDL-GR-CCL 5/100
GR-CCL
IBC-IS-CBL-VDL-GR-CCL IBC SOLID-LIQUID-GAS MAP-LINER 5 IN
CNPC_AA11794D_CBL-VDL-GR-CCL
CNL-GR-CCL - EA11719D - 5/100
CBL-VDL-CCL-GR LOG (MD)
CORROSION EVALUACION
DIFERENTIAL TEMPERATURE LOG
CBL-VDL-LOG-USIT-CBL-VDL-GR-CCLTVD
GR-CCL-CBL-VDL-EA11937D
FMI-HNGS-PPC-MSIP-ECS MONOPOLE - PRESENTATION
PEX-HRLT-ECS-GR-SP ECS PRESENTATION
COMPENSATED NEUTRON-GR-CCL
NUCLE CMR-HRLA-PEX
"CBL-VDL-GR-CCL -  5""""/100'"
GAMMA RAY
CBL AND VDL MD
EMS-HRLT-LDT-CNL-HNGS
CEMENT EVALUATION LOG CBL-VDL-GR-CCL
CASING INSPECTION
REGISTRO GR-CCL-CBL-VDL
FLOWMETER LOG
PERFIL NEUTRON CCL
"RBT-GR-CCL LOG  - SAP-LEONES-VI-41-15426D - 5""/100'"
CEMENT BOND LOG NEUTRON LOG
CEMENT BOND-VDL-CCL-GR
CEMENT BOND LOG GAMMA RAY CCL
SONIC SCANNER LOG
CBL - VDL - CCL GR
CORRELATION PIPTAG
RBT-GR-CCL
PRESS-TEMP-SPINNER-GR-CCL
SP-AIT-BHC-IS-GR CEMENT VOLUME LOG
DLL-LDL-CNL-GR-SP
RADIOACTIVITY
PI-AS-GR
PTAL-BN-95-2-2-3D_HGNS-GR_L7_S5_MD_11-Jun-19
SIDEWALL NEUTRON POROSITY LOG
PEX-HRLT-BHC-GR-SP NUCLEAR PRESENTATION
CBL RUN UNDER PRESSURE
FORMATION DENSITY LOG COMPENSATED
LASERLOG COMPUTED FROM DIRECT DIGITAL WELL LOGS GR-BCS-IEL-CNL-CDL-CAL
GAMM RAY
ELAN - ANALISIS VOLUMETRICO - ISF/MSFL/LDL/CNL/GR
"DUAL LATEROLOG-MSFL,GAMMA RAY LOG"
REGISTRO CCL-GR-CNL
OPEN HOLE VDL
cbl_vdl_gr_ccl_2
GAMMA RAY-COLLAR LOG
CEMENT BOND LOG-GAMMA RAY-NEUTRON
COMPENSATED FORMATION DENSITY LOG
CALIPER LOG SP-PPC-HRLT-TLD-HGNS
CBL VDL
ACCELERATOR POROSITY LOG  APS-ECS
CBL-VDL-CCL  CEMENT LOG
GAMM RAY - NEUTRON
CBL-VDL-CNL-GR-CCL
COMPENSATED DENSITY COMPENSATED NEUTRON LOG
SPECT LITODENSITY/SPEC GR
FMI-DSI-GR STONELEY PRESENTATION
CNL-GR-CCL - EA11711D - 1:240
COMPENSATED DENSITY-NEUTRON
ENGINEERED PRODUCTION LOGGING
MICRO-SEISMOGRAM BOND LOG GAMMA RAY
cnpc_11886D_cbl_2in
NEUTRON RAYOS GAMMA
"CNL-GR-CCL LOG - AA11453D - 2""/100'"
RFT HP: SECOND PROGRAM
"USIT-CBL-VDL-GR-CCL  CSG 7""""  CBL-VDL PRESENTATION"
RBT -  GR  -  CCL
LDL CNL POROSITIES-GR PLAY BACK
CBL-VDL-CNL-GR-CCL CBL-CEMENT EVALUATION
DIFFERENTIAL TEMPERAT LOG
HDIL DENS NEUTRON CAL GR
RFT-HP
DIFERENTIAL TEMPERATURE
RBT-GR-CCL-LOG
CEMENT BOND  LOG VARIABLE DENSITY
LDT QUICKLOOK
CIT & MAC
RADIOACTIVITY LOG - NEUTRON
GAMMA RAY-CBL-MICROSISMOGRAMA
CNL-GR-CCL - EA11589D - 1:600
GPIT INCLINOMETRY PRESENTATION
GR-CCL-VDL
PEX-HRLT-ECS-GR-SP RESISTIVITY PRESENTATION
USIT-CBL-VDL CEMENT BOND LOG
CEMENT BOND LOG (MD)
CCL AND PERF
USIT-DSLT-GR CBL-VDL-LOG
GAMMA RAY - COLLAR LOG
COMPOSITE LOG
CNPC_AA11412D_CNL_17MARZO2019
BP-O BRIDGE PLUG NRO 5
GAMMA RAY- NEUTRON
CNL-TLD-HRLT-GR-SP NUCLEAR PRESENTATION
RADIOACTIVE  TRACER LOG
COLLAR LOG-PERFORATING RECORD
JUNK BASKET/PLUG SETTING RECORD
CEMENT BOND LOG MISS-MCG
REGISTRO CCL-GR-CBL-VDL
"NEUTRON COMPENSADO,CCL"
CCL PERFORATING RECORD
GR-CC-CNL 1:240
GAMMA-RAY LOG
RESERVOIR SATURATION LOG RST-CCL-GR (SIGMA LOG) MD
USIT - CBL-GR-CCL CBL-VDL
PEX-HRLT-GR-SP RESISTIVITY  LINEAR PRESENTATION
LDT CNT GR
CEMENT BOND GAMMA RAY CCL
COMPENSA NEUTRON GR-CCL
PTAL-BN-95-2-2-3D_HGNS-GR_L7_S2_MD_11-Jun-19
"DSLT-SGTN-CCL
"
APS APS-ECS-TLD-HGNS-EDTC
RESISTIVITY LOG MCG-MFE-MAI LINEAL
PEX-ECS-HRLT-GR-SP RESISTIVITY LINEAR PRESENTATION
NEUTRON LOG GR-HGNS
POROSITY QUICKLOOK
CEMENT RETAINER SETTING
CEMENT EVALUATION USIT-CBL-VDL-GR-CCL 7 LINER MD
GR - CCL LOG
SEISMIC VSP  SEISMIC PRESENTATION
CBL - VDL - GR - CCL
SEGMENTED BOND TOOL GAMMA RAY LOG CASING COLLAR LOCATOR
FORMATION TESTER WITH REPEAT PRESSURE TEST
cnl_gr_ccl_5
NUCLEAR LOG MD MCG-MDN-MPD 5/100
HRLT-CALI-GR-SP-RESISTIVITY LOGARITHMIC  PRESENTATION
NUCLEAR - PRESENTATION PEX-HRLT-GR-SP
JUNK BASKET - CCL
CEMENT 9-5/8 CBL-CCL-GR
COMPENSATED NEUTRON - GR - CCL
CBL-VDL-GR-CCL - AA11533D - 1:240
CEMENT BOND LOG-CCL
PERFO RECORD SEC STAGE
IBC-CBL-VDL-CCL-GR TVD
USIT-CBL-VDL-ECS-GR-CCL ELEMENTAL CAPTURE SPECTROSCOPY LOG
CEMENT PRESENTATION
HRLT-PEX-GR-SP RESISTIVITY LINEAR PRESENTATION
PEX-HRLT-GR-SP / RESISTIVITY LINEAR PRESENTATION
INCLINE DIPMETER ANALYSIS
RBT-GR-CCL-LOG ESCALA 2/100
MDT  PRESSURES AND FLUID SAMPLES
PULSE ECHO LOG
TLD-CNL-MCFL-CMR-GR CMR PRESENTATION
USI-CBL/VDL CEMENT AND PIPE INTEGRITY EVALUATION 7 SECTION
IBC-DCBL-VDL-CCL-GR
CCL-GR-CNL - EA11789D - 1:240
PERFORATING AND COLLAR LOG
CEMENT BOND LOG  VDL
CORRELATION GR-CCL
USIT-CBL-VDL-GR-CCL CBL-VDL LOG
CBL-VDL PRESENTATION (MD)
CEMENT BOND LOG CBL-VDL-CCL-GR
CEMENT RETAINER LOG PLUG-CPST-CCL (MD)
REGISTRO GR-CCL-CBL-VDL ESCALA 1/240
COMPACT WELL SHUTTLE NUCLEAR LOG SCALE 1:500
"RBT-GR-CCL  - 5""""/100'"
IBC-CBL-VDL-CCL-GR
cnpc_11467_cnl_2.pdf
NEUTRON  LOG
GAMMA RAY CCL
FMI-HNGS-PPC BOREHOLE GEOMETRIC LOG
"NUCLEAR LOG,MPD-MCG"
GAMMA RAY-LOG
COMP NEUTRON GR CCL
TRACER LOG
DENSITY  NEUTRON LOG
BRIDGE PLUG
PCT THERMOMETER
CEMENT BONG LOG VARIABLE
CNPC_11551D_CNL1_600
CPLT-GRADIENT
CASING COLLAR LOG 
CORROSION PRESENTATION
NUCLEAR LOG. HGNS
AIT-MCFL-PPC-IS-GR-SP RESISTIVITY LINEAR PRESENTATION
SIMULTANEOUS GAMM RAY-NEUTRON
HVI
HSD 4505 PJO HMX PERFORATION HSD-CALB MD
"NEUTRON CCL 2""""/100´"
CEMENT EVALUATION LOG USIT-CCL-GR
PTAL-BN-95-2-2-2WD_HSD-CCL_PERFORATING_S5_MD_23-Jul-19.tif
DCBL-VDL-PRESENTATION
NUCLEAR PRESENTATION - SP-AIT-TLD-CNL-CALI-GR - SCALE 1:240 MD
DIRECTIONAL LOG
CNL-GR-CCL - AA11713D - 2/100
CEMENT BOND LOG VARIABLE DENSITY
PEX-HRLT-GR-SP NUCLEAR
FWS MODO B
COMPENSATED NEUTRON-FORMATION DENSITY
USIT GR-CCL CEMENT LOG
"GAMMA RAY,MCG"
cnpc_11856_cbl_2
CCL POROSITY-PERFORATING
"NEUTRON POROSITY, DENSITY POROSITY"
PERFO REC HSD 4.72 (MD)
POROSITY PLAYBACK
"HSD 4.72"""" PJO 4505 CCL PERFORATING RECORD"
XPT LOG
GR-CC-CNL 1:600
REGISTRO GR-CCL-CNL ESCALA 1/240
CNL -   CCL
NEUTRON CCL
BOREHOLE COMPENSATED SONIC LOG WITH CALIPER
PEX-HRLT-GR-SP NUCLEAR PRESENTATION 5
IBC-DSLT-ECS CBL-VDL- ISOLATION SCANNER LOG
REGISTRO  GR-CCL-CBL-VDL-RBT
DENSIDAD POROSITY LOG PLATFORM EXPRESS
COMPENSATED NEUTON LOG
DUAL SPACED NEUTRON
ACOUSTIC CEMENT BOND LOG
CEMENT BOND LOG CASING COLLAR LOCATOR GAMMA RAY LOG
CBL - VDL
CBL-VDL-GR-CCL. CEMENT BOND PRESENTATION
ISOLATION SCANNER LOG IBC-GPIT-MAST-CALY
AIT-DSLT-EMS-NGT-GPIT-SP NGT RATIOS PRESENTATION
CBL WAVEFORMS GR CCL
COMPENSATED NEUTRON GAMMA RAY LOG
PRODUCTION LOG
RADIOACTIVITY TRACER LOG
GAMMA COLLAR PERFORATING RECORD
GAMMA RAY - NEUTRON CEMENT BOND LOG WITH SEISMIC SPECTRUN
CNL-GR CASED HOLE NEUTRON LOG
CASING INSPECTOR TOOL
GR-CCL-RBT-VDL-1:240
GAMMA RAY CBL COLLAR LOG
NEUTRON-CCL LOG
PEX-HRLT-GR-SP  RESISTIVITY LINEAR PRESENTATION
DUMMY RUN - HSD-GR-CCL MD
COMPENSATED NEUTRON POROSITY LOG
IBC LOG
DUAL INDUCTION GUARD LOG GAMMA RAY LINEAL
COMPENSATE NEUTRON LOG
BRIDGE PLUG CCL PRESENTATION
GR-CCL INTERVAL 6402.3-4400 FT GR-CCL PRESENTATION
CEMENT RETAINER
CNL-GR-CCL - AA11533D - 1:600
cnpc_11928_cnl_5
GR-CCL-VDL-CNL
LOG  FS
CEMENT BOND LOG MSS-MCG
DCBL-VDL CASE HOLE LOG - MSIP-GR - PTAL-BRETANA NORTE-95-2-2-2XD - 1:500 MD
LDL-CNL-GAMMA RAY
DENSIDAD COMPENSADA-NEUTRON POROSITY-GAMMA-CALIPER
DEPTH DETERMINATION
CNL-GR-CCL-AA11153D-2/100
PERFO RECORD HSD 2
SIDE WALL NEUTRON POROSITY LOG
TUBING SPACE OUT CCL
CBL-VDL-WF-CCL-GR 5/100
CASING INSPECTION ANALISYS
HILT-AIT-AS
CCL-PERFORATING RECORD
CCL-GR-CNL-1:600
PRODUCTION LOGGING PLAT
SYNERGETIC LOG SISTEMS COMPUTER PROCESSED INTERPRETATION
PERFORATING-COLLAR LOG
PEX-HRLT-GR-SP  NUCLEAR PRESENTATION
CNPC_11551D_CBL1_240
CBL-VDL-CNL-CCL
USIT-CEMENT EVALUATION
CBL-VDL-GR-CCL CEMENT PRESENTATION
PRODUCTION LOGGING - ENTIRE WELL - CHOKE 52/64
RBT-GR-CCL - EA11708D - 5/100
NEUTRON COMP - GR - CCL
GR-CCL UPCT
PULSE ECHO TOOL
HRLA-PEX-GR-SP RESISTIVITY - NUCLEAR PRESENTATION
CLB-VDL-AMPLIFIED CBL
CLL AND PERFORATING
PRODUCCTION LOG
COMPENSATED - GR - CCL
GR NEUTRON LOG COLLAR
CEMENT BOND  LOG VDL GAMMA - RAY
COMPENSATED NEUTRON LOG GAMMA RAY LOG
PERFO HSD POWER JET
CEMENT BOND LOG CBL-VDL-GR-CCL
GAMMA RAY-NEUTRON CEMENT BOND LOG WITH WAVE TRAIN DISPLAY
INDUCTION ELECTRIC LOG
RBT-GR-CCL LOG-13727-5/100
RADIOACTIVE-GAMMA RAY-CCL LOG
FMI-DSI-GR. SONIC
RESERVOIR SATURATION LOG RST-CCL-GR (SIGMA LOG) TVD
DCBL-VDL-LOG
PERFORATING RECORD (DST 1)
INDUCTION ELECTRIC LOG-GAMMA RAY
GAMMA RAY/CCL LOG
CBL-VDL LOG (TVD)
JUNK BASKET NRO 5
COMPENSATED DENS-GR-CCL
PERFO RECORD PJO 4505 HMX 5 SPF  CCL PRESENTATION
NUCLEAR LOG
"CCL, PERFORATING RECORD"
TEMPERATURA SURVEY
NUCLEAR PRESENTATION ZAIT-GPIT-PPC-PEX
OPEN HOLE-VDL
CCL   PRESENTATION
CORRELATION LOG CCL-GR MD
INDUCTION ELECTRICAL LOG
"CBL-VDL-GR-CCL 2""""/100'"
GR NEUTRON LOG COMPENS
MDT-GR PRETEST MDT
"PERFORATION LOG HSD 4.5"""" 5 SPF   CCL PRESENTATION"
CNPC_AA11946D_RBT_GR_CCL II CON PRESION
cnpc ea11897d cnl gr ccl_2.tif
PUNZADO 476- 478 (CCL CASING COLLAR LOCATOR)
RESISTIVITY AND NUCLEAR PRESENTATION
MICROSISMOGRAMA CBL-GAMMA RAY COLLAR LOG
USI-GR CEMENT EVALUATION
CBL-SP-GR-CAL
COMPENSATED Z-DENSILOG - COMPENSATED NEUTRON LOG - GAMMA RAY LOG - HEXAGONAL CALIPER LOG
CORRELATION PERFO LOC.
LITHOLOGIC WELL LOG
DUAL SPACE NEUTRON-GAMMA RAY-CCL
CCL/PIP TAG LOG
GR-PPC-BHC-HRLT-SP BHC
DENS PORO NEUT PORO (FWS)
CCL DST NRO 1 DROP BAR
"CPTS DILLING FLUIDS LIMITED GR, RES, ROP -  1:240 MD"
RBT-GR-CCL LOG-15030D-2/100
PERFORATING LOG LINER 7'' - HSD 4505 POWERJET OMEGA-CCL - PTAL-BRETANA NORTE-95-2-2-2XD - 1:200 MD
NUCLEAR PRESENTATION HRLT-TLD-CNL-GR-SP
CEMENT CBL-VDL-CCL-GR
COMPUTED FROM DIRECT DIGITAL WELL LOGS
COMP NEUTRON - GR - CCL
cnpc_11822d_cnl_gr5
"GAMMA RAY, COLLAR"
 FORMATION DENSITY LOG
SIMULTANEOUS COMPENSATED NEUTRON-FORMATION DENSITY
SONIC PRESENTATION DDBHC-GR
SANDSTONE ANALYSIS
CEMENT BOND LOG - VARIABLE DENSITY LOG
CNL - GR - CCL
CBL-VDL-GR-CCL - AA11959D - 1:600
SIMULTANEOUS COMPENSATED NEUTRON FORMATION DENSITY
TEMPERATURA DIFERENCIAL GAMMA RAY-CCL
IBC LOG IBC-MAST-GR-CCL (TVD)
MDT-GR PRE TEST CONFIRMATION FOR XPT TESTS
CBL-VDL-CCL LOG
MICROSISMOGRAMA CBL COLLAR GAMMA RAY
FMI-DSLT-GR DSLT SONIC
CALIPER LOG MCG-CALIPER
GR-CCL-VDL-CBL
PRODUCTION LOGGING SHUT-IN PASS
SARABAND
SHOOTING RECORD
PRODUCTION SERVICE PLATAFORM GHOST-PRESS-TEMP-SPIN-GR-CCL
COMPENSATED NEUTRON PRESENTATION USIT-CBL-VDL-CNL-GR-CCL
CBL-VDL-CCL-GR LOG MD
NEUTRON-CCL
