Curvas
"TT, CCL, CBL, VDL"
"CCL, TIME, DEPTH, Q, QC"
"GR, CCL"
"GR, CCL, TT, CBL, VDL"
"DEPTH,CBLF,CCL,CDF,GR,TENS,TT,TTSL"
"SP, SN, LN, CONDUCTIVITY, NEUTRON, CCL"
"NEUTRON, CCL"
"GR, CCL, TT, CBL, VDL"
"CCL, TIME, DEPTH, Q, QC"
ROP
"GR, CCL, TT, CBL, VDL"
ROP
"GR, CCL, TT, CBL, VDL"
"GR, CCL, TT, CBL, VDL"
"GR, H12A, H34A, L12A, H12P, H34P, L12P"
"GR, RES1, ROP"
"GR, CCL, TT, CBL, VDL"
NEUTRON
"TT, CBL"
"NEUTRON, CCL"
"CCL, TIME, DEPTH, Q, QC"
"NEUTRON, CCL"
"CCL, TIME, DEPTH, Q, QC"
"NEUTRON, CCL"
"NEUTRON, CCL"
CCL
CCL
"TIME,DEPTH,Q"
"TT, CCL, GR, AMP, AMP AVG, VDL, CEMENT MAP"
"GR, CCL, TT3FT, AMP, VDL"
"CCL, NEUTRON"
"NEUTRON, CCL"
"GR,NEUTRON"
"NEUTRON,CCL"
"NEUTRON, CCL"
"CCL, GAMMA, TENSION, TT, PIPE AMPL, MSG WAVEFORM"
"BS,GR,CAL,DPHI,R0"
"GR, CCL, TT, AMPLITUDE, VDL"
"GR,SP,CLDC,DPRL,DPOR,DEN,DCOR,PDPE"
"GR,CCLD"
"GR, CCL, TT, CBL, VDL"
"GR, CCL, TT, AMP, VD"
"CGR, SGR, THOR, TPRA, TURA,  POTA, URAN"
"CCL,GR, TT, AMPLITUDE, VDL, CEMENT MAP"
"CCL, CNSSC,CNLSC,CNLS"
"GR, NEUTRON, CCL"
"CCLU, ECGR_EDTC, ERAV, IRAV, IRAV, AIBK, AIAV"
NEUTRON
"GR, CCL, VDL"
"GR, CCL, TT3FT, AMP, VDL"
"POROSIDAD,GR,CALIPER"
"CCL, CNLSC, CNSSC, CNLS"
"CCL, GRADIENT, DIFFERENTIAL TEMPERATURE"
NEUTRON
"CCL BEFORE PERFO, CCL AFTER PERFO"
"GR, CCL, CNSSC, CNLSC, CNLS"
CCL
"GR, CCL, DETECTOR LEJANO, DETECTOR CERCANO, POROSIDAD LIMESTONE"
"GR, CCL, CNSSC, CNLSC, CNLS"
"GR,CAL,FD,PHID,PHINCL"
"GR, CCL, SSC, LSC, NEUTRON"
"GR,CCL,DETECTOR LEJANO, DETECTOR CERCANO"
"TIME, Q, QC, CCL"
"CCL,LTEN, DETECTOR LEJANO Y CERCANO"
"CAL, GR, POR, PNEUTRON"
"CCL , CNSSC, CNLSC, CNLS"
"NEUTRON, CCL"
"CCL, TIME, DEPTH, Q, QC"
"GR, NEUTRON, CCL"
GAMMA RAY
"GR, CCL, CNSSC, CNLSC, CNLS"
"CCL,NEUTRON"
"TIME,DEPTH,Q,QC"
"CCL, NEUTRON"
"GR, CBL, VDL"
"DT,GR,BOND LOG"
"GR,CCL,CNSSC,CNLSC,CNLS"
"GR,STIT,CCLD,TENS"
"CCL, CNLSC, CNSSC, CNLS"
"CNSSC,CNLS,CNLSC"
"CCL, ECCE,SOLI-LIQ-GAS MAP,HIDRULIC COMMUNICATION"
"CCL,TENS,SCCL"
"GR,SP,CLDC,BS,DEN,DPRL,NPRL"
"CLOS, ED, HAZI, ND, SDEV, TVDE"
"CCL, GR, TENS"
"CCL, NEUTRON"
"GR, CCL, TT, AMP, VD"
"TT, CCL, GR, AMP, AMP AVG, VDL, CEMENT MAP"
TEMP
"TRAVEL TIME,COLLAR LOCATOR,GR,AMPLITUDE"
NEUTRON
"CCL, GR, NEUTRON"
"MRE, MLE, MDL, CCL, GS2, GS1"
"LTEN, TT, CCL, GR, AMP, AMP AMPLIF, AMPAVG, AMPMAX, AMPMIN, VDL, CEMENT MAP"
"CCL BEF PERF, CCL AFTER PERF"
"CCL, TTSL, TT, GR_EDTC, CBSL, CBL, VDL"
"NEUTRON, CCL"
CCL
"NEUTRON,CCL"
"SGR,EPHI"
"CCL, NEUTRON"
"FRACT GRAD,PORE GRAD,ECD,MUD DENS,ROP,WOB,TORQUE"
"GR, NEUTRON"
NEUTRON
"CCL, NEUTRON"
"GR,HYDRO,FDENS,DTEM,CSD4,CSU4,FLOWD4,FLOWU(1-4)"
CCL
"CCL,GR (GAPI),CNSSC,CNLSC,CNLS"
"BS, GR, CALI, NPHI, DPHI, DRHO"
"BIT, DTC, DTSX, DTSY, EMOD,EMOS,KMOD,MMOD,PR"
"CS,CCLU,GR,STIT,ERAV,IRAV,IRMX,AIMN,AIAV,THMN,THAV"
"CCLU,GR,ERAV,IRAV,IRMX,IRMN,IRMX,IRMN,AIMN,AIAV"
"CCLU,ECGR_EDTC,STIT,ECCE,ERAV,IRAV,IRMX,AIMX,DBI"
"ECCE,AWMN,IRMN,IRAV,IRMX,THBK,THMN,THNO,THAV,THMX"
"GR, BS, SP, HCAL, RHOZ, PEFZ, HDRA, NPOR, DPHZ"
"GR,NEUTRON POROSITY,CCL CORREGIDO-REGISTRADO"
"NEUTRON,CCL"
"GR, CCL, NEUTRON"
"GR,SP,CLDC,NPRL,DEN,DPRL,PE,DCOR"
"TIME,DEPTH,Q,QC"
"BS,GR,CALI,HTEN,BDQC,PEF,TALP,NPOR,TNPH,NPHI,RHOB"
"CCL, TTSL, TT, GR, CCLU, TENS, CBSL, CBL, VDL"
"CCL, SCCL, TENS"
"GR,CCL,AMPLITUDE CURVE"
"CCL, GR, LINE SPEED, TT3FT, AMPLITUDE, VDL"
"GR, NEUTRON, CCL"
"HCAL, GR, SP, RLA5, RLA3, HRLD"
"GR, NEUTRON , CCL"
"NEUTRON, CCL"
"CCL,GR,CNSSC,CNLSC,CNLS"
"CCL, CNSSC, CNLSC, CNLS"
"TT3FT,GR,AMPLITUDE,VDL"
"BS,HCAL,GR,SP,TNPH,RHOZ,HDRA,DPHZ,PEFZ,TENS"
"CCL, NEUTRON"
"TT, GR, CB, VDL"
CASING COLLAR AFTER PERFORATION
"GR, CCL, AMPLITUDE, TT, VDL  "
"HCAL,GR,BS,PEFZ,NPOR,TENS"
"GR, NEUTRON, CCL"
"BIT, CAL, GR, CNS, DRHO, RHOB"
"TT, CCL, GR, AMP, AMP AVG, VDL, CEMENT MAP"
"CCL BEFORE PERFORATION, CCL AFTER PERFORATION"
"CCL,GR,CNL"
"GR, CCL, TT, AMP, VDL"
"CCL, TIME, DEPTH, Q, QC"
"NEUTRON, CCL"
"CCL BEFORE PERFORATION, CCL AFTER PERFORATION"
CCL-GR-CBL-VDL
"GR, NEUTRON, CCL"
"TT, GR, CCL, CBL, VDL"
"GR, CCL, TT, AMP, VD"
"GR, CCL"
CCL
"GR_EDTC,TT,TTSL,CCL,CBL,CBSL,VDL"
"GR_EDTC, CCL, TENS"
"EHD2,GR,NPHI,TNPH,CNTC,CFTC,HGNS"
"GR,BS,SP,HCAL,RAL5,RT_HRLT,HRLD"
"CAL,GR,F NEUTRON"
"GR, CCL"
"CCL,MDL,MLE,MRE,GS1,GS2,CCL,TENS"
"GR, NEUTRON, CCL"
"CCL,GR, TT, AMPLITUDE, VDL"
"SP_REP,HMNO_REP,HMIN_REP,TNPH_REP,RHOZ_REP,NPHI"
TEMPERATURA
"TT,CBL,VDL"
"CCL, NEUTRON"
"RMWL, MIN.ID"
"GR, SP, HCAL, BS, RHOZ, PEFZ, HDRA, NPOR, DPHZ"
"GR, CCL, CNSSC, CNLSC, CNLS"
"GR,CCL,LTEN,DETECTOR LEJANO Y CERCANO,POROSIDAD"
"GR,CCL,TRAVEL TIME,AMPLITUDE,VDL"
"CCL,CNSSC,CNLSC,CNLS"
"CCL, GR API, TT3, AMPLITUDE-MV, S SPECTRUM"
"GR,CCL,AMPLITUDE,TT3,S SPECTRUM"
"CCL, NEUTRON"
"TT, CCL, GR, AMP, VDL"
"GR,TT3FT,CCL,AMPLITUDE,VDL"
"GR,SPDH,CHAD,DIFF TEN,M2R1,M2R2,M2R3,M2R6,M2R9"
"TT, CCL, GR, AMP, VDL"
"NEUTRON, CCL"
"GR,CAL,BD,POR,CORR"
"TT2, CCL, GR, CBL,VDL,WF"
"GR,CCL,DETECTOR CERCANO-LEJANO,POROSIDAD"
"TT2, CCL, GR, CBL, VDL"
"HSGR,P1AZ_FBST,HAZIM,DEVIM,C2,C1,FBST/PADA_IMAGE"
"GR, MILLIVOLTS"
"HCAL,,GR,RHOZ,PEFZ,HDRA,NPOR,DPHZ"
"GR,CCL,RCCL,TENS"
"T,Q,QC,DELTA Q"
"TIME, Q, QC, CCL"
"NEUTRON, CCL"
NEUTRON
"CCL,CNSSC,CNLSC,CNLS"
"GR,SP,HCAL,BS,CDF,STIT,TENS,RXOZ,RT HRLT,RLA,NPOR"
"NEUTRON, CCL"
"SP,RESISTIVITY, CONDUCTIVITY"
"NEUTRON, CCL"
"GR,CNL POROSITY"
"ANALOG PRESSURE RECORD,DIGITAL PRESSURE RECORD"
"CCL, NEUTRON"
"CCL, GR, TT, AMP, AMPAVG,AMPMIN, VDL, CEMENT MAP"
"GR,CCL,CNLSC,CNSC,CNLS"
"CCL, CNSSC,CNLSC,CNLS"
"GR, NEUTRON"
NEUTRON
"ECCE, AWMN, IRMN, IRAV, IRMX, THBK, THMN, THNO, THAV, THMX"
"TIME, Q, QC, CCL"
CCL
"CCLU,ECCE,ECGR_EDTC,AWMN,AWAV,AIMS,AIAV,AIMX,AIBK"
"TIME,DEPTH,Q,QC"
"CCL,GR,TT3,AMPLITUD,VDL"
"REMAINING WALL, MINIMUM INTERVAL DIAMETER"
"GR, NEUTRON"
"CCL, GRADIENT CURVE, DIFFERENTIAL CURVE"
"TT, CCL, GR, AMP, VDL"
"CCL,GR, TT3FT, AMPLITUDE, VDL"
"NEUTRON, CCL"
"GR, CCL, TT3FT, AMP, VDL"
"CCL,GR,TT3,AMPLITUDE,S SPECTRUM"
"VDL, CCL,PIPE ANALYSIS, PENETRATION, METAL LOSS"
"NEUTRON, CCL"
"NEUTRON, CCL"
TEMPERATURA
"GR,CCL"
"GR,CAL,BS,CNCF,PE,ZCOR,ZDNC,TEN"
"CCL, TIME, DEPTH, Q, QC"
"GR, NEUTRON,CCL"
"CCL, TIME, DEPTH, Q, QC"
"CCL, TIME, DEPTH, Q, QC"
"GR, CCL , NPHI, LSC, SSC"
"CCL, CBL, VDL"
"GR,ECCE,AWMX,AWAV,AWMN,IRMX,IRMN,ERAV,THMX,THMN"
"CCL BEFORE PERFO, CCL AFTER PERFORATION"
"CCL BEFORE PERFO, CCL AFTER PERFO"
"GR, NEUTRON, CCL"
"GR, CCL, DETECTOR CERCANO, DETECTOR LEJANO, POROSIDAD LIMESTONE"
"GR, CLDC, BIT, DEN, DPRL, NPRL, PDPE, DCOR"
CCL
NEUTRON
"GR,NEUTRON"
"GR, CCL, NEUTRON CAPTURE, THERMAL NEUTRON, FAR, NEAR"
"CCL, INVERSE NEUTRON, NEUTRON"
"GR,CCL,LSPD,LTEN,CNLSC,CNSSC,CNLS"
"GR, CCL, CBL"
"GR, RESISTIVITY,CALIPER"
"SIBH,GR,CCL,SIGM,TPHI,TSCF,TSCN"
"NEUTRON,CCL"
"CCL,GR,TENS"
"NEUTRON, CCL"
"CCL,GR,TT3,AMPLITUD,VDL"
NEUTRON
"GR, CCL, TT3, AMPLITUDE, NEUTRON, S SPECTRUM"
"GR,SP,DENSITY,POROSIDAD, CORRECTION"
"CCL, NEUTRON"
"GR, NEUTRON, CCL"
"CFVL,GR, CS,HIGH-LOW AMPLITUDE, AWCN,TTCN, RADIUS"
NEUTRON
"TT, GR, CBL, CCL, VARIABLE DENSITY"
"CCL,DETECTOR LEJANO,DETECTOR CERCANO"
"GR,CCL,FCNL,NPHI"
"CCL, TIME,DEPTH,Q"
"CCL, TIME, DEPTH, Q, QC"
"TIME, Q, QC, CCL"
"GR, CCL, CNLSC, CNSSC, CNLS"
"GR, NEUTRON, CCL"
"GR, CCL, TT, CBL, VDL"
"CCL BEFORE PERFO, CCL AFTER PERFO, RECORD GUN"
CCL
"TIME, Q ,QC, CCL"
"GR, CCL, DETECTOR CERCANO, DETECTOR LEJANO, POROSIDAD LIMESTONE"
"GR, NEUTRON, CCL"
"NEUTRON, CCL"
"GR_CAL, CCL, TENS"
"CCL, NEUTRON"
CCL
"NEUTRON, CCL"
"GR, CCL, CNLSC, CNSSC, CNLS"
"CCL, TENS, SCCL"
"SGR,HCAL,CGR,TPRA,TURA,POTA,URAN,THOR,POTA"
"GR, CCL, CNSSC, CNLSC, CNLS"
"GR, CCL, INV GR"
"GR. TT2. CCL, CBL, VDL"
"CCL, TIME, DEPTH, Q, QC"
"TIME,DEPTH,Q,QC"
"CCL, SCCL, TENS"
"CCL, GR, LINE SPEED, TT3FT, AMPLITUDE, VDL"
CCL
"GR, CCL, TT, AMP, VD"
"CCL, GR, TT, CBL, VDL"
"CBL, CCL"
"GR, CCL, TT, AMP, VD"
"GR, CCL, NEUTRON"
"GR, CCL, NEUTRON"
"CCL, GRADIENTE, DIFFERENTIAL"
"CCL BEFORE PERFORATION, RECORDING OF GUN POSITION BEFORE PERFORATION"
"RHGE WALK2,TENS,DWAL WALK2,DWSI WALK2,DWCA WALK2"
"GR, CCL, DETECTOR CERCANO, DETECTOR LEJANO, POROSIDAD LIMESTONE"
"GR,CCL,TT3,BOND INDEX,AMPLITUDE,S SPECTRUM"
"WOB, ROP,DC EXPONENT, D EXPONENT, ECD, TEMP"
"MRE,MLE,MDL,CCL,GS2,GS1,LB"
"GR, CCL, TT3FT, AMP, VDL"
"TT, CCL, GR, AMPLITUDE, VDL"
"CCL,NEUTRON"
"GR, NEUTRON"
"CCL,RCCL,DCV,DCC,SCCL"
"IRMN, IRMX, IRAV, AIMX, AIAV, ERAV, UCAZ, STIT, GR, CS"
"CCL, NEUTRON"
"CCL,NEUTRON"
"NEUTRON,CCL"
"TIME, Q ,QC, CCL"
"GR,NEUTRON,CCL"
"CCL, GR, TT, AMP, VDL"
"GR, NEUTRON,CCL"
"SINGLE RECEIVER DT,  VDL, CBL"
"TT, AMP"
"GR,CCL,STATISTICAL"
"GR,CCL,,DETECTOR LEJANO,DETECTOR CERCANO"
"HWER,HWEC,HCAL,EHGR,DNPH,CFGR,TNPH,NPOR,NPHI,CFTC"
"CCL,NR"
"GR,CCL,DETECTOR CERCANO-LEJANO-POROSIDAD LIMESTONE"
"GR, CCL, DETECTOR CERCANO, DETECTOR LEJANO, POROSIDAD LIMESTONE"
"TIME,DEPTH,Q,QC"
"GR,CCL"
"CCL, TIME, DEPTH, Q, QC"
"GR, CCL, DETECTOR CERCANO, DETECTOR LEJANO, POROSIDAD LIMESTONE"
"GR, CCL, DETECTOR LEJANO, DETECTOR CERCANO, POROSIDAD LIMESTONE"
"NEUTRON, CCL"
"GR,CCL,TRAVEL TIME,AMPLITUDE,VDL"
"GR, CCL"
"BS,CALI,GR,FF"
"CCL,CNSSC,CNLSC,CNLS, NEU"
"NEUTRON,CCL"
"GR,CCL,TT3FT,AMPLITUDE,VDL"
"CCL AFTER PERFO,CCL BEFORE PERFO"
"BS, HCAL, GR, TNPH, RHOZ, PEFZ, HDRA"
"GR,CCL"
"CCL, TT3, NEUTRON, SPECTRUM"
"GR, CCL"
"TRANSIT TIME,GR,CASING BOND,CCL,VDL"
"NEUTRON, CCL"
"CCL,GR, TT, AMPLITUDE, VDL"
CCL
"CCL, TEMPERATURE, GRADIENT, DIFFERENTIAL"
"NEUTRON, CCL"
"NEUTRON, CCL"
"TIME, DEPTH, Q, QC"
"CCL, NEUTRON"
"CCL, GR, SIBH, TPHI, TRAT, ISCF, TSCN SIGM, TAU"
"DETECTOR CERCANO,DETECTOR LEJANO,POROSIDAD"
"TIME, Q ,QC, CCL"
"GR, NEUTRON, CCL"
"TT2, CCL, GR, CBL, VDL"
"GR,CCL,FCNL,NCNL"
"CRAD, CRAM_V2, CIRC, IRMN, IRMX, CORC,MLOSS"
"GR, CCL, DETECTOR CERCANO, DETECTOR LEJANO, POROSIDAD LIMESTONE"
"GR, CCL, TT3FT, AMP, VDL"
"TT2,CCL,GR,CBL,BILI,BI,VDL"
"TT, GR, CBL, VDL"
"GR, NEUTRON, CCL"
"GR,CCL,DETECT LEJANO,POROSIDAD LIMESTONE"
"CCL BEFORE PERFO,CCL AFTER PERFO"
CCL AFTER PERFORATION
"GR,CCL,TT3FT,AMPLITUDE,VDL"
"GR,CCL,CNSSC,CNLSC,CNLS"
"CAL,GR,POROSITY"
"CCL,GR,TT3FT,LINE SPEED,AMPLITUDE,VDL"
NEUTRON
"TIME,DEPTH,Q,QC"
"CCL, NEUTRON"
"GR,CAL,BS,SP,CNCF,ZDNC,PORZC,ZCOR,P.E."
"D, S, T, Q, QC, CCL"
"GR, CCL"
"CCL AFTER PERFO, CCL BEFORE PERFO, RECORD OF GUN"
"NEUTRON, CCL"
"SP,SN 16"""", 64"""" NORMAL, 18`8"""" LATERAL"
"POROSITY,BULK DENSITY, CORRECTION"
"GR, CCL, TT, AMPLITUDE, VDL"
"CALI, GR, COMP DENS POR, COMP NEU POR"
"CCLU,GR,ERAV,IRAV,IRMX,IRMN,AIBK,AIMN,AIAV,AIMX"
"GR, AMPLITUDE CURVE, TT, SEISMIC SPECTRUM RECORDING"
"EJECTION,STATION,CCL"
"TT,CCL,GR,AMP,AMPX5,VDL,VAD"
"GR,NEUTRON"
"CCL, CABLE SPEED, FLOW"
CCL
"NEUTRON, CCL"
"TT3FT,CCL,GR,AMPLITUDE,VDL"
"NEUTRON,CCL"
"CCL, NEUTRON"
"TT, GR, CB, VDL"
"GR, CCL, DETECTOR LEJANO, DETECTOR CERCANO, POROSIDAD LIMESTONE"
"CCL, SCCL, TENS"
"CCL, NEUTRON"
"SP, SN, LN, LAT"
"NEUTRON, GR"
"GR,CCL,CNSSC,CNLSC,CNLS"
"GR, NEUTRON, CCL"
"GR,CCL,DETECTOR LEJANO,DETEC CERCANO,PORO LIMES"
"ROP,WOB,GR,DEPTH,LITHOLOGY,C1,C2,C3,IC4,IC5,NC5"
"MRE, MLE, MDL, CCL, GS2, GS1"
"GR, CCL, TT, AMPLITUDE, VDL"
"UCAZ,GR_EDTC,CS,CCL,IRMN,ERAV,IRMX,AIBK,AIAV"
"CCL, GR, CNSSC, CNLSC, CNLS"
"GR, NEUTRON, CCL"
"NEUTRON, CCL"
"GR,NEUTRON"
"CCL,,DETECTOR LEJANO,DETECTOR CERCANO"
"NEUTRON, CCL"
"TIME, Q ,QC, CCL"
"GR, NEUTRON, CCL"
"CCL, NEUTRON"
"DPHI,NPHI,PEF,DRHO,EHOB,CGR,SGR"
"TT2, GR, CCL, CBL, VDL"
"BINS 1-8, HDAR,GR,CFF2,BS,SDR,TCMR,CMRP,T2-DIST_MW"
"CGR, HCAL, BS, SP, AHTRX, AHTRT, AHT10, AHT20"
"GR,CCL,NPHI"
"GR, BS, CALI, RHOB, NPHI, DPHI"
"HCAL, GR, BS, SP,TENS,RHOZ, PEFZ, HDRA, NPOR, DPHZ"
"GR, CCL"
"CCL, CNSSC, CNLSC, CNLS"
"CCL, GR , CNSSC, CNLSC, CNLS"
"TT,GR,CCL,CBLF,VDL"
"CAL,ITT"
"GR, CCL, INV GR"
"GR, CCL, TT, CBL, VDL"
CCL
"CCL,GR, RAW CCL, TENS"
"GR.CLL,CNSSC,CNLSC,CNLS"
"CCL, TENS, SCCL"
"CCL,GR, TT, AMPLITUDE, VDL"
"MRE,MLE,MDL,CCL,GS2,GS1"
"CCL, TT, FCNL, CBL, SCBL"
"TENS, CCL"
"GR, CCL, TT, AMP, VD"
"TIME,DEPTH,Q,QC"
"TT,GR,CCL,CBL,VDL"
"NEUTRON, CCL"
NEUTRON
"TIME, DEPTH, Q, QC"
"TT,GR,MV,VDL"
"GR,CCL,AMPLIT,RAW ACUST,FLEX ATTEN,SO-LIQ GAS MAP"
"CCL, CBL, VDL"
"CCL, TIME, DEPTH, Q, QC"
"GR, NEUTRON, CCL"
"ITT, GR, CBL, CCL, VDL"
"GR, GAPI, CCL, ADPTH"
"GR, CCL, CNSSC, CNLSC, CNLS"
"CCL, NEUTRON"
"CCL,GR,TT3,AMPLITUDE-MV,S-SPECTRUM"
"TT, CCL, GR, AMPLITUDE, VDL"
"CNSSC,CNLSC,CNLS,CCL,GR"
"GR,CAL, SPDH,M2R1,M2R2,M2R3,M2R6,M2R9,M2RX,M2CCX"
"CCL AFTER PERFORATION,SHOTS"
"GR,CCL,DETECTOR CERCANO-LEJANO-POROSIDAD LIMESTONE"
"GR, CCL, TT3FT, AMP, VDL"
NEUTRON
"RESISTIVITY,CALIPER"
"CCL, TIME,DEPTH,Q"
"CCL, TIME, DEPTH, Q, QC"
"CCL, DETECTOR LEJANO, DETECTOR CERCANO"
"SP,HOLE DIAMETER2,GR,TENS,PEFZ,(HDRA)HDRS-B"
"GR, RECORDED CCL, TENS"
"SINGLE RECEIVER AT, CBL, VARIABLE DENSITY LOG"
"SINGLE RECEIVER , BOND LOG"
"CCL,NEUTRON,INVERSE NEUTRON"
"GR, CCL, TT, AMP, VDL"
TEMPERATURA
"GR,CHAD, SPDH,CNCF,ZDNC,P-E,Z-CORR"
"GR, CCL, CVL, VDL, AMP"
"AMPLITUD, TIEMPO DE TRANSITO"
"CCL, GR, DETECTOR LEJANO, DETECTOR CERCANO, CNLS"
"GR,NEUTRON,CCL"
"CCL, TIME, DEPTH, Q, QC"
"NEUTRON,CCL"
"GR, CCL, DETECTOR CERCANO, DETECTOR LEJANO, POROSIDAD LIMESTONE"
"GR,TEMP"
"GR, CCL, DETECTOR LEJANO, DETECTOR CERCANO, POROSIDAD LIMESTONE"
"GR,CCL"
"GR, NEUTRON"
"GR, NEUTRON, CCL"
"GR, CCL, TT, AMP, VD"
"CCL, TT, CBL, VDL"
"GR,CAL,SP,NEUTRON POROSITY,BULK DENSITY"
"GR,BS,SP,HCAL,RHOZ,NPOR,DPHZ"
"TIME, DEPTH, Q, QC"
"GR,CCL,CNSSC,CNLSC,CNLS"
"CCLU, TTSL, TT, GR_EDTC, CBSL, CBL, VDL"
"DT,GR,CBL,CCL,VDL"
"CCL, NEUTRON"
"GR, DT, CBL, VDL"
"GR, BS, SP, HCAL, RLA4, RLA2, RLA1, RLA5, HRLD"
"TIME, Q, QC, CCL"
"AZIMUTH, ROP, GR, LITOLOGIA, FLUOR, CROMATOGRAFIA"
"GR, CCL, DETECTOR CERCANO, DETECTOR LEJANO, POROSIDAD LIMESTONE"
"SP,GR,BS,HCAL,RHOZ,PEFZ,HDRA,NPOR"
"CCL,CNSSC,CNLSC,CNLS, NEU"
"GR,CCL,CNSSC,CNLSC,CNLS"
CCL
"GR, CAL-X, CCL"
"GR, NEUTRON"
"CCL,SCCL,TENS"
"GR,NEUTRON, CCL"
"GR, NEUTRON, CCL"
"GR, CAL, BULK DENS, POR, CORR"
"CCLR,CCLD,TENS"
"TIME,DEPTH"
"AZEC,CCLU,ECCE,GR,UCAZ,AWBK,AWMN,AIMN,AIAV,AIMX"
"TT, GR, CBL, CCL, VDL"
"GR,CAL, CNS"
"CCL, NEUTRON"
"GR, NEUTRON. CCL"
"GR, CCL"
"GR, NEUTRON, CCL"
